,srcid,field,root,root-1,sigma,PBroad,PCauchy,REH,AdG,JEG,Comments,final
1236,164140,UDS,rubies-uds31-nod-v3,,0.0547809198435203,0.0436869986672537,2.6679737267552835e-42,,,,,
1237,130472,UDS,rubies-uds22-nod-v3,,0.0544474124891607,0.043421294853485,1.2742880846297889e-11,,,,,
1238,156204,UDS,rubies-uds32-nod-v3,,0.0543936386380759,0.0433784530149862,1.2674717025762713e-05,,,,,
1239,38822,UDS,rubies-uds43-nod-v3,,0.0539989441377001,0.0430639945279342,1.4036462451036145e-07,,,,,
1240,60372,UDS,rubies-uds3-nod-v3,,0.0539045584070458,0.0429887951352696,1.6217082860917978e-07,,,,,
1241,38011,EGS,rubies-egs53-nod-v3,,0.0534047670400707,0.0425905929136164,1.6972343070277496e-129,,,,,
1242,56068,EGS,rubies-egs63-nod-v3,,0.0530709930996211,0.0423246569755034,0.5218787218373969,,,,,
1243,61652,UDS,rubies-uds2-nod-v3,,0.0530239044734925,0.0422871385139567,1.0978531715405841e-16,,,,,
1244,170030,UDS,rubies-uds23-nod-v3,,0.0530093060551783,0.042275507019536,1.9102021963047056e-131,,,,,
1245,955977,EGS,rubies-egs63-v4,,0.0527785345367097,0.0420916353832551,0.0011599951134222,,,,,
1246,75646,EGS,rubies-egs61-nod-v3,,0.0526968875813478,0.0420265810677689,0.3482898386139778,,,,,
1247,35432,EGS,rubies-egs52-v4,,0.0522980280343267,0.0417087754307273,0.0040558096118898,,,,,
1248,148268,UDS,rubies-uds32-nod-v3,,0.0522767846684775,0.0416918488313509,0.5104492769386776,,,,,
1249,73642,EGS,rubies-egs61-nod-v3,,0.0522237344802533,0.0416495786453221,0.1533749702964826,,,,,
1250,25557,UDS,rubies-uds33-nod-v3,,0.0517227200481115,0.0412503665127904,1.0150960885715632e-08,,,,,
1251,143046,UDS,rubies-uds22-nod-v3,,0.0512138883187106,0.0408449149098963,5.756222013771975e-28,,,,,
1252,62792,UDS,rubies-uds3-nod-v3,,0.0506755510959216,0.0404159409896834,0.0503397891846284,,,,,
1253,27710,EGS,rubies-egs63-nod-v3,,0.0506628548104044,0.0404058238150848,1.316047446697733e-05,,,,,
1254,124426,UDS,rubies-uds22-nod-v3,,0.049837039341948,0.0397477497833856,2.2559285831152625e-19,,,,,
1255,53693,EGS,rubies-egs62-nod-v3,,0.0495228647943106,0.0394973839178741,4.985965998826719e-209,,,,,
1256,49590,UDS,rubies-uds2-nod-v3,,0.0494035149821476,0.0394022729662326,0.0011367709968084,,,,,
1257,48367,EGS,rubies-egs63-v4,,0.0492604719563159,0.0392882799382289,0.0003243904167981,0.0,,,,
1258,18832,UDS,rubies-uds41-nod-v3,,0.0489120844796174,0.0390106416319293,2.1168520113896276e-61,,,,,
1259,152720,UDS,rubies-uds21-nod-v3,,0.0487017735745587,0.038843037553259,4.555046544414211e-05,,,,,
1260,8321,EGS,rubies-egs51-nod-v3,,0.048535124974568,0.0387102282654101,3.946515580503524e-137,,,,,
1261,168795,UDS,rubies-uds31-nod-v3,,0.0485037455108563,0.0386852205289214,0.0322280075516921,,,,,
1262,4181,EGS,rubies-egs52-nod-v3,,0.0483979640283602,0.03860091812468,6.374903300932029e-54,,,,,
1263,158813,UDS,rubies-uds32-v4,,0.0480515466258043,0.0383248382451018,0.0127489968365473,,,,,
1264,53692,EGS,rubies-egs63-nod-v3,,0.0480347531005867,0.038311454405442,0.0002007704514848,,,,,
1265,166691,UDS,rubies-uds23-nod-v3,,0.0476521225672012,0.0380065086216341,0.9473229597347474,,,,,
1266,12073,UDS,rubies-uds33-nod-v3,,0.0476129804470147,0.0379753131374357,2.834123775022093e-09,,,,,
1267,36816,UDS,rubies-uds3-nod-v3,,0.047405793844948,0.037810188606679,1.1498958733478555e-37,,,,,
1268,24836,UDS,rubies-uds33-nod-v3,,0.047243764534724,0.0376810526115222,0.9924985563604743,,,,,
1269,34245,UDS,rubies-uds43-v4,,0.0468252786208596,0.0373475182984954,2.2395133611066063e-19,,,,,
1270,122639,UDS,rubies-uds22-nod-v3,,0.0467260275545654,0.0372684139910399,0.4817117620853847,,,,,
1271,982183,UDS,rubies-uds32-v4,,0.0464239674509046,0.0370276661592233,2.076748207463052e-87,,,,,
1272,73568,EGS,rubies-egs62-nod-v3,,0.0463761309464151,0.03698953921593,1.803462634858937e-14,,,,,
1273,37108,UDS,rubies-uds1-nod-v3,,0.0461003822421465,0.0367697586512758,0.999999538419226,1.0,1.0,,"bad continuum, refit",
1274,837811,UDS,rubies-uds41-v4,,0.0458001571438337,0.0365304664389137,1.5834482436044007e-119,,,,,
1275,71171,EGS,rubies-egs61-nod-v3,,0.0451922765422014,0.0360459496111741,0.0021958027056505,,,,,
1276,36955,UDS,rubies-uds43-nod-v3,,0.0446957297078629,0.0356501625020745,7.534046704287302e-15,,,,,
1277,-24,EGS,rubies-egs51-nod-v3,,0.0444601951761079,0.0354624197694734,0.1485743904043351,,,,,
1278,973612,EGS,rubies-egs62-v4,,0.043771577799916,0.0349135170079331,2.7661277311527982e-39,,,,,
1279,138933,UDS,rubies-uds32-v4,,0.0435055231262991,0.0347014381216763,3.199255996556155e-05,,,,,
1280,68903,EGS,rubies-egs61-nod-v3,,0.0430529098524722,0.0343406430407651,0.0111038504851038,,,,,
1281,60987,UDS,rubies-uds3-nod-v3,,0.0430136740710112,0.0343093663899751,2.283993589530042e-22,,,,,
1282,37692,UDS,rubies-uds3-nod-v3,,0.0427793829249757,0.034122601015938,0.8332750586676361,,,,,
1283,966648,UDS,rubies-uds31-nod-v3,,0.0427272903358374,0.0340810751122004,2.799235224776356e-10,,,,,
1284,15795,UDS,rubies-uds41-nod-v3,,0.0426525036362633,0.0340214583076747,2.8394349756015103e-12,,,,,
1285,145611,UDS,rubies-uds22-nod-v3,,0.0424425625536179,0.0338541011107837,0.0019110197605927,,,,,
1286,31760,EGS,rubies-egs62-nod-v3,,0.0422739506742551,0.0337196889323728,5.671278594270765e-75,1.0,,,Broad OII,
1287,55824,UDS,rubies-uds2-nod-v3,,0.0418016388496212,0.0333431714564904,3.091931501911412e-12,,,,,
1288,64453,EGS,rubies-egs62-nod-v3,,0.0413461324760947,0.0329800439051249,9.319653162278337e-16,,,,,
1289,42857,EGS,rubies-egs52-nod-v3,,0.0412613133841716,0.0329124257640361,0.029690897373029,,,,,
1290,9974,EGS,rubies-egs52-v4,,0.040475774560483,0.0322861796891921,0.189444450488852,,,,,
1291,-97,UDS,rubies-uds2-nod-v3,,0.0400510798184216,0.0319475968709279,0.7872688817989517,1.0,,,,
1292,56767,EGS,rubies-egs62-nod-v3,,0.0399597457386397,0.0318747811105148,2.5716589167728555e-41,,,,,
1293,25381,UDS,rubies-uds43-nod-v3,,0.0397489683153924,0.0317067385689065,0.0,,,,,
1294,13262,EGS,rubies-egs51-nod-v3,,0.0396228783124085,0.0316062124963989,7.204829391910294e-17,,,,,
1295,47238,EGS,rubies-egs53-nod-v3,,0.0396171619377186,0.0316016550676969,1.2009381011353877e-111,,,,,
1296,14864,EGS,rubies-egs52-nod-v3,,0.0395915270800252,0.0315812174450598,4.0004780337291655e-39,,,,,
1297,25071,EGS,rubies-egs51-nod-v3,,0.0394841357342119,0.0314955984959608,3.107086519437408e-34,,,,,
1298,21865,EGS,rubies-egs63-nod-v3,,0.0394655239547072,0.0314807600100759,1.1057818348748594e-84,,,,,
1299,24935,EGS,rubies-egs52-nod-v3,,0.0394643047527671,0.0314797879849208,0.0015604803546305,,,,,
1300,904717,UDS,rubies-uds32-nod-v3,,0.0394544956931107,0.0314719675783951,1.1178934904276666e-35,,,,,
1301,28474,UDS,rubies-uds43-nod-v3,,0.0394289537657255,0.0314516039144069,0.3970893886456097,,,,,
1302,42573,EGS,rubies-egs61-nod-v3,,0.0394077469284327,0.031434696446917,4.281524931495234e-131,,,,,
1303,17485,UDS,rubies-uds1-nod-v3,,0.0392152890077768,0.0312812558526741,2.097333148417609e-46,,,,,
1304,41915,UDS,rubies-uds41-nod-v3,,0.0387417927478572,0.0309037473891003,3.476899812599901e-225,,,,,
1305,42905,UDS,rubies-uds33-nod-v3,,0.0383642134690753,0.030602706520667,0.0045254741809113,,,,,
1306,64504,UDS,rubies-uds3-nod-v3,,0.0382736141302014,0.030530471759022,6.688134204815202e-05,,,,,
1307,50022,EGS,rubies-egs62-v4,,0.0375295381872597,0.0299372113368707,0.0,0.0,,,Degeneracy,
1308,131086,UDS,rubies-uds22-nod-v3,,0.0374051861957519,0.0298380624200196,3.552375858460507e-07,,,,,
1309,57092,UDS,rubies-uds2-nod-v3,,0.037267974958141,0.0297286599732414,9.776428336245629e-08,,,,,
1310,15817,EGS,rubies-egs63-v4,,0.0369024302791053,0.0294371980137067,0.0440708783238182,,,,,
1311,19583,EGS,rubies-egs52-nod-v3,,0.0366018868185694,0.029197560923703,1.1430173260537187e-19,,,,,
1312,26653,UDS,rubies-uds43-nod-v3,,0.0364619770144436,0.0290860035172755,0.0087594524373054,,,,,
1313,39063,UDS,rubies-uds42-nod-v3,,0.0364372642996844,0.0290662987177132,0.0398050333347232,,,,,
1314,40325,EGS,rubies-egs63-nod-v3,,0.0363935137080541,0.0290314139338147,1.236611179918197e-06,,,,,
1315,-2,EGS,rubies-egs51-nod-v3,,0.0351531231847037,0.0280423586137855,0.0041589512161571,,,,,
1316,162168,UDS,rubies-uds32-nod-v3,,0.035017647339518,0.0279343310392208,0.8581289528583257,,,,,
1317,75319,EGS,rubies-egs61-nod-v3,,0.0350154324413664,0.0279325648893034,0.9998024258323248,,,,,
1318,66177,EGS,rubies-egs61-nod-v3,,0.0346206764861045,0.0276177860698926,5.547953757303873e-32,,,,,
1319,156561,UDS,rubies-uds32-nod-v3,,0.0341205049537959,0.0272189425846395,8.155018817174929e-19,,,,,
1320,55295,UDS,rubies-uds3-nod-v3,,0.0336955102241564,0.0268800407367026,0.2084183391550516,,,,,
1321,28063,UDS,rubies-uds43-nod-v3,,0.0334565106045529,0.0266894540897027,9.987656641858612e-70,,,,,
1322,72495,EGS,rubies-egs62-nod-v3,,0.0334354739087097,0.0266726786203125,0.0097036604476506,,,,,
1323,26296,UDS,rubies-uds33-nod-v3,,0.033282490320662,0.0265506832758922,6.4873167580511014e-15,,,,,
1324,151407,UDS,rubies-uds23-nod-v3,,0.0329427680719816,0.0262797727001667,2.675197544503768e-32,,,,,
1325,144705,UDS,rubies-uds22-nod-v3,,0.032787654045224,0.026156076434754,0.969433673962276,,,,,
1326,17854,UDS,rubies-uds43-nod-v3,,0.0326804958801457,0.0260706223844289,2.2491056103791092e-20,,,,,
1327,74854,EGS,rubies-egs62-nod-v3,,0.0326247442855074,0.0260261627554372,2.938010058091082e-28,,,,,
1328,41172,EGS,rubies-egs63-v4,,0.0324799819841103,0.0259107203311218,0.0002213369666039,,,,,
1329,153598,UDS,rubies-uds22-nod-v3,,0.0324611991281615,0.025895741678725,0.9999999997026476,,,,,
1330,32291,EGS,rubies-egs53-nod-v3,,0.032213785973024,0.0256984377312716,3.2368983020344317e-19,,,,,
1331,150013,UDS,rubies-uds21-nod-v3,,0.0314983097604064,0.0251278599066382,1.234482504849929e-38,,,,,
1332,30526,EGS,rubies-egs53-nod-v3,,0.0314669481195502,0.0251028493353583,2.8317829075386745e-25,,,,,
1333,158881,UDS,rubies-uds23-nod-v3,,0.0310313932816413,0.0247554964958391,0.0079634954225535,,,,,
1334,6596,UDS,rubies-uds42-nod-v3,,0.030951277170409,0.0246916037782923,4.868399334980467e-06,,,,,
1335,2859,EGS,rubies-egs52-nod-v3,,0.0305768454746573,0.0243929918516247,1.1631230281617864e-59,,,,,
1336,55195,UDS,rubies-uds3-nod-v3,,0.0302116276577007,0.0241017247645077,1.1664831687645278e-10,,,,,
1337,30888,UDS,rubies-uds43-v4,,0.0294726623409844,0.0235123782415073,0.5695747571840654,,,,,
1338,42868,EGS,rubies-egs62-nod-v3,,0.0293241694190843,0.0233939492200419,1.1292424570589728e-157,,,,,
1339,30320,UDS,rubies-uds1-nod-v3,,0.0291606352888471,0.0232635236390668,2.5482664496326857e-16,,,,,
1340,42799,EGS,rubies-egs63-nod-v3,,0.0290937088762797,0.0232101467348558,0.999938674481798,,,,,
1341,145008,UDS,rubies-uds32-nod-v3,,0.0290452842778487,0.023171525816882,0.5749342047321094,,,,,
1342,154518,UDS,rubies-uds22-nod-v3,,0.0289584486400712,0.0231022701340822,0.063614267954412,,,,,
1343,176276,UDS,rubies-uds21-nod-v3,,0.0280372503120383,0.0223675586369341,1.6202875276945834e-16,,,,,
1344,14054,EGS,rubies-egs52-nod-v3,,0.0280058261392523,0.0223424956163894,1.6127808306806505e-12,,,,,
1345,148683,UDS,rubies-uds21-nod-v3,,0.0276944223503167,0.0220941276814439,2.466847913924125e-22,,,,,
1346,44016,EGS,rubies-egs63-nod-v3,,0.0276237849016432,0.0220377887062574,0.0003231728808024,,,,,
1347,31105,UDS,rubies-uds1-nod-v3,,0.0275683140708026,0.0219935462362166,2.8735140118391e-20,,,,,
1348,29072,UDS,rubies-uds41-nod-v3,,0.0275352899926842,0.021967206833194,9.97322502110745e-07,,,,,
1349,114160,UDS,rubies-uds22-nod-v3,,0.0275248847056396,0.0219589077608634,5.740867394544942e-94,1.0,,,Revisit,
1350,845385,UDS,rubies-uds43-nod-v3,,0.0274452913888275,0.0218954254649992,1.9214656578289668e-27,,,,,
1351,50707,EGS,rubies-egs61-nod-v3,,0.027202748122471,0.0217019761662232,3.339318942515701e-05,,,,,
1352,986615,EGS,rubies-egs61-nod-v3,,0.027048032745161,0.0215785765617241,2.056486316142101e-102,,,,,
1353,28904,UDS,rubies-uds41-nod-v3,rubies-uds42-nod-v3,0.0265187496737459,0.0211564212194084,1.1733928499285693e-139,,,,,
1354,26309,UDS,rubies-uds33-nod-v3,,0.0263013326672439,0.0209830080345576,0.0085224439809965,,,,,
1355,43132,EGS,rubies-egs53-nod-v3,,0.0260662055762749,0.020795468058043,7.568279629411929e-21,,,,,
1356,24053,EGS,rubies-egs51-nod-v3,,0.0259951943910851,0.0207388285223982,6.721453341921239e-20,,,,,
1357,61844,EGS,rubies-egs62-nod-v3,,0.025780255308209,0.0205673894036594,2.2464236776068063e-10,,,,,
1358,121219,UDS,rubies-uds22-nod-v3,,0.0254457318613441,0.0203005658472994,0.044846197802243,,,,,
1359,163597,UDS,rubies-uds21-nod-v3,,0.0248814130456863,0.0198504471142494,5.809374636290822e-05,,,,,
1360,29531,EGS,rubies-egs63-nod-v3,,0.0240624142028598,0.0191971762434363,0.9964843997888247,0.0,,,,
1361,153226,UDS,rubies-uds21-v4,,0.0239278440638897,0.0190898357132622,1.3512075232598206e-25,,,,,
1362,164430,UDS,rubies-uds31-v4,,0.0238257727475573,0.0190084177974608,0.0018280111217059,,,,,
1363,54677,EGS,rubies-egs62-nod-v3,,0.0233812344909824,0.0186538263784712,6.876962770563077e-12,,,,,
1364,158803,UDS,rubies-uds21-nod-v3,,0.0232086833278339,0.0185161878198176,7.877154115349894e-10,,,,,
1365,30677,UDS,rubies-uds42-nod-v3,rubies-uds41-nod-v3,0.0228740686210223,0.0182492747748209,1.2665244270901182e-09,,,,,
1366,39435,UDS,rubies-uds33-nod-v3,,0.0228609666036072,0.0182388236103464,8.113659100596997e-07,,,,,
1367,15903,EGS,rubies-egs51-nod-v3,,0.0226992447768687,0.0181098217378084,0.7995491818485774,,,,,
1368,58165,UDS,rubies-uds2-nod-v3,,0.0225265636145483,0.0179720773264754,0.167671760732366,,,,,
1369,40984,EGS,rubies-egs63-v4,,0.0221417797955929,0.0176651408218251,0.0700119970672831,,,,,
1370,-57,UDS,rubies-uds2-nod-v3,,0.0219323717415633,0.017498097934582,0.7766931615839816,,,,,
1371,31909,EGS,rubies-egs62-nod-v3,,0.0218853936454531,0.0174606238318511,0.0414534726756317,,,,,
1372,176802,UDS,rubies-uds21-nod-v3,,0.0218239503044914,0.0174116108450943,2.701917050135572e-12,,,,,
1373,-88,EGS,rubies-egs63-nod-v3,,0.021774221826333,0.0173719426864209,1.8724879194065726e-10,1.0,1.0,,,
1374,29232,EGS,rubies-egs52-nod-v3,,0.0215077832623252,0.0171594052454005,5.348636945854747e-27,,,,,
1375,18406,EGS,rubies-egs52-nod-v3,,0.0207524401795415,0.0165568632028483,1.6667315167968803e-28,,,,,
1376,137200,UDS,rubies-uds32-nod-v3,,0.0207213953667892,0.0165320983513215,1.46012667258902e-20,1.0,,,,
1377,17129,UDS,rubies-uds42-nod-v3,,0.0203883018074701,0.0162663842825316,1.0372208272492768e-23,0.0,,,,
1378,15023,EGS,rubies-egs63-v4,,0.020140000423716,0.0160683091150716,0.001850337857366,,,,,
1379,25382,UDS,rubies-uds42-nod-v3,,0.0200156756366445,0.0159691322790831,0.0845884458797392,,,,,
1380,55077,EGS,rubies-egs62-nod-v3,,0.0195013726852164,0.0155588579922933,0.9999978523751104,,,,,
1381,182313,UDS,rubies-uds31-nod-v3,,0.0194737758688501,0.0155368430992339,0.9947652154741706,,,,,
1382,15185,UDS,rubies-uds41-nod-v3,,0.0192912024040809,0.0153911979113108,6.798158690200329e-15,,,,,
1383,149614,UDS,rubies-uds32-nod-v3,,0.0190765692922674,0.0152199769748761,0.1623242202425548,,,,,
1384,157664,UDS,rubies-uds21-nod-v3,,0.0190690930230595,0.015214012859993,5.714070688681762e-91,,,,,
1385,62320,EGS,rubies-egs53-nod-v3,,0.0188953936704995,0.0150754457954149,0.9992644001980726,1.0,1.0,1.0,,
1386,44095,EGS,rubies-egs53-nod-v3,,0.0186498850700069,0.0148795927875439,1.4600863831499045e-277,,,,,
1387,61167,EGS,rubies-egs62-nod-v3,,0.0185661747393234,0.0148128131696468,0.0002582583956818,,,,,
1388,23908,EGS,rubies-egs52-nod-v3,,0.0185258472714004,0.0147806420387956,0.9700443644375536,,,,,
1389,28431,EGS,rubies-egs63-v4,,0.0184988395010861,0.0147590966480337,1.0,,,,,
1390,942281,UDS,rubies-uds31-nod-v3,,0.0184061996731833,0.0146851933426029,3.524353211903812e-105,,,,,
1391,975193,EGS,rubies-egs61-v4,,0.0183456821958064,0.0146369155335502,8.572079809807869e-302,,,,,
1392,24566,UDS,rubies-uds1-nod-v3,,0.0179819848995657,0.0143467749439158,5.775797824792231e-21,,,,,
1393,3133,EGS,rubies-egs52-nod-v3,,0.0177089435565832,0.0141289541589954,4.1955014776444065e-25,,,,,
1394,21142,UDS,rubies-uds33-nod-v3,,0.0176702353177418,0.0140980742847174,2.0098653463238428e-11,,,,,
1395,25466,UDS,rubies-uds33-v4,,0.0175179345731707,0.0139765746788105,0.4144248232640543,0.0,,,,
1396,39024,UDS,rubies-uds3-nod-v3,rubies-uds1-nod-v3,0.0173922772408534,0.0138763299059569,1.4531803591506972e-118,,,,,
1397,138358,UDS,rubies-uds21-v4,,0.0171725065882421,0.0137010044808217,0.9986831728161892,,,,,
1398,25932,UDS,rubies-uds42-nod-v3,,0.0171401092968218,0.0136751589861339,1.1044464355437078e-42,,,,,
1399,13713,EGS,rubies-egs52-nod-v3,,0.0169792570075462,0.0135468361025314,7.389040401505034e-17,,,,,
1400,36602,UDS,rubies-uds33-nod-v3,,0.0167560565355206,0.0133687732251428,4.228368450910368e-24,,,,,
1401,173588,UDS,rubies-uds21-nod-v3,,0.0165791621943243,0.013227651565402,0.9983926309871088,1.0,,,,
1402,43967,UDS,rubies-uds3-nod-v3,,0.0165512187778811,0.0132053590036577,0.5663503103424474,,,,,
1403,149494,UDS,rubies-uds31-nod-v3,,0.0162223900434143,0.0129430268585038,0.334292238062797,,,,,
1404,58660,EGS,rubies-egs62-nod-v3,,0.016071141691271,0.0128223638641323,1.5373821247567964e-14,,,,,
1405,144797,UDS,rubies-uds32-nod-v3,,0.0160478663101214,0.0128037951915226,0.0028943655231197,,,,,
1406,48754,EGS,rubies-egs63-nod-v3,,0.0159753147837245,0.0127459148686551,1.458222085673474e-07,,,,,
1407,36404,UDS,rubies-uds42-nod-v3,,0.0157036285228224,0.0125291677877851,1.1587615537486384e-155,,,,,
1408,46110,UDS,rubies-uds33-nod-v3,,0.01568220600443,0.0125120771956663,0.2935278566929106,,,,,
1409,38190,UDS,rubies-uds1-nod-v3,,0.0156705229927896,0.0125027566463802,4.212642580220748e-17,,,,,
1410,51756,EGS,rubies-egs53-nod-v3,,0.0156459419544234,0.0124831462195718,0.630861865402414,,,,,
1411,23069,UDS,rubies-uds1-nod-v3,,0.015463550093616,0.0123376361741707,7.231681057375627e-32,,,,,
1412,114988,UDS,rubies-uds22-nod-v3,,0.0154157289658356,0.0122994849821968,0.0179269983614891,,,,,
1413,849638,UDS,rubies-uds33-nod-v3,,0.0152215968153674,0.0121446081097064,0.9999999999999984,,,,,
1414,58841,EGS,rubies-egs63-nod-v3,,0.0148203109223677,0.0118244644122591,0.9995873596323376,,,,,
1415,16241,UDS,rubies-uds33-nod-v3,,0.0144908485029369,0.0115616196648231,4.260275582473918e-05,,,,,
1416,11643,UDS,rubies-uds41-nod-v3,,0.0144618379001478,0.0115384749780384,0.0001167998585285,,,,,
1417,25423,EGS,rubies-egs52-nod-v3,,0.0143407058965504,0.0114418356444638,0.9967394095335608,,,,,
1418,174698,UDS,rubies-uds23-nod-v3,,0.0143071620806085,0.0114150742971363,6.832082808309695e-20,,,,,
1419,74330,EGS,rubies-egs62-nod-v3,,0.0138461608182686,0.0110472849516367,1.0498754713133757e-07,,,,,
1420,35525,EGS,rubies-egs52-nod-v3,,0.013725460674479,0.0109509893213373,1.7841198049087536e-27,,,,,
1421,20492,UDS,rubies-uds1-v4,,0.0130887822158421,0.0104430390718838,0.9906888767589478,,,,,
1422,63835,UDS,rubies-uds3-nod-v3,,0.0130359179165219,0.0104008630619376,1.8835326929989782e-32,,,,,
1423,123159,UDS,rubies-uds32-nod-v3,,0.0127954302968377,0.0102089977072319,5.056503373715159e-85,,,,,
1424,818894,UDS,rubies-uds33-v4,,0.0124822399888833,0.0099591279548565,1.7444431014249373e-30,,,,,
1425,29036,UDS,rubies-uds41-nod-v3,,0.0124668801355296,0.0099468735185316,0.9985721972990996,,,,,
1426,67772,EGS,rubies-egs53-nod-v3,,0.0124536733660986,0.0099363368590892,0.996073756407385,,,,,
1427,12043,UDS,rubies-uds42-v4,,0.0120216969916207,0.0095916953898222,2.2240876612702523e-06,,,,,
1428,44587,EGS,rubies-egs53-nod-v3,,0.0120003741089323,0.0095746834180938,6.678910920067071e-48,,,,,
1429,986719,EGS,rubies-egs61-nod-v3,,0.0117283800105546,0.0093576788007336,1.796972019082109e-16,,,,,
1430,46811,EGS,rubies-egs61-v4,,0.0116949444873307,0.0093310029425058,0.0354110613198907,,,,,
1431,145817,UDS,rubies-uds21-nod-v3,,0.0116883913932959,0.0093257746873005,5.1452318854130234e-05,0.0,,,,
1432,50150,EGS,rubies-egs53-nod-v3,,0.0113379772603735,0.009046203191877,2.654617627567159e-130,0.0,,,,
1433,18410,EGS,rubies-egs52-nod-v3,,0.0107700516073858,0.0085930917717308,3.38212778263347e-18,,,,,
1434,964725,UDS,rubies-uds31-nod-v3,,0.0105119299424998,0.0083871521407542,6.965888406121245e-28,,,,,
1435,28995,UDS,rubies-uds41-nod-v3,rubies-uds43-nod-v3,0.0103178863458289,0.0082323361477878,2.607264185587468e-45,,,,,
1436,903727,UDS,rubies-uds22-nod-v3,,0.0101207758912816,0.0080750729716692,4.319630501850862e-241,,,,,
1437,43478,EGS,rubies-egs63-v4,,0.0099181683035565,0.0079134236199767,0.3982833496441537,,,,,
1438,33394,UDS,rubies-uds33-nod-v3,,0.0093710316044546,0.0074768920037478,3.6074989337682883e-187,,,,,
1439,1808,EGS,rubies-egs51-nod-v3,,0.0091817507097867,0.0073258741982517,9.348613844267616e-122,,,,,
1440,28515,UDS,rubies-uds43-v4,,0.0091495440386939,0.0073001780720099,0.885260576234267,,,,,
1441,152850,UDS,rubies-uds31-nod-v3,,0.0091279715070832,0.0072829664008482,0.2979697133517305,,,,,
1442,132698,UDS,rubies-uds22-nod-v3,,0.0089340777035219,0.0071282678374838,2.006285753175027e-13,,,,,
1443,40556,EGS,rubies-egs63-nod-v3,,0.0088188718483067,0.0070363504855825,5.0535185638821335e-228,1.0,0.0,,Broad Narrow,
1444,829495,UDS,rubies-uds33-v4,,0.0087153600410414,0.0069537631867284,6.215696935481408e-149,,,,,
1445,44993,UDS,rubies-uds41-nod-v3,,0.008344055765215,0.0066575160164514,0.8359404391815289,,,,,
1446,9683,UDS,rubies-uds43-v4,,0.0081783389722527,0.0065252976578877,0.8623118172129874,,,,,
1447,146272,UDS,rubies-uds32-nod-v3,,0.0081537505439598,0.0065056795846984,3.1531738673135853e-19,,,,,
1448,157488,UDS,rubies-uds23-nod-v3,,0.0080455568149957,0.0064193563104638,1.0390795876521655e-07,,,,,
1449,56582,EGS,rubies-egs62-nod-v3,,0.0079630759627892,0.0063535482201106,1.0738834054490683e-11,,,,,
1450,23252,EGS,rubies-egs63-nod-v3,,0.0077663113703846,0.0061965576452476,1.6503686246025108e-124,,,,,
1451,157492,UDS,rubies-uds32-nod-v3,,0.0075118067889005,0.0059934982944491,1.5620024782754593e-65,,,,Absorption,
1452,33660,UDS,rubies-uds33-nod-v3,,0.0075085228930418,0.0059908781985354,7.958752227244836e-231,,,,,
1453,33287,EGS,rubies-egs53-nod-v3,,0.0075028978657505,0.0059863902025246,1.0824578934614029e-77,,,,,
1454,24300,EGS,rubies-egs52-nod-v3,,0.0074588096788049,0.0059512139031521,3.416493769786266e-08,,,,,
1455,18302,UDS,rubies-uds1-nod-v3,,0.0073962368385919,0.0059012893771682,0.5511082435512011,,,,,
1456,68872,EGS,rubies-egs61-nod-v3,,0.0072591571232901,0.0057919185251966,0.9956052435831751,0.0,,,,
1457,149177,UDS,rubies-uds23-nod-v3,,0.006959283582833,0.005552660104227,1.69326360397687e-128,,,,,
1458,817969,UDS,rubies-uds41-nod-v3,,0.006769993552113,0.0054016320699358,5.966108913127044e-51,,,,,
1459,916153,UDS,rubies-uds1-v4,,0.0066033926848096,0.0052687067819538,1.2950056813464077e-70,1.0,0.0,,,
1460,45472,EGS,rubies-egs53-nod-v3,,0.0060184821173075,0.0048020249709238,1.0943614242266589e-93,,,,,
1461,27915,EGS,rubies-egs53-nod-v3,,0.0058597229129235,0.0046753556870123,1.5637379604730732e-244,0.0,0.0,,,
1462,60547,UDS,rubies-uds2-nod-v3,,0.0058314990700038,0.004652836703254,4.7468369693798554e-24,,,,,
1463,960332,UDS,rubies-uds3-v4,,0.0058311168066865,0.0046525317064408,2.946995042096712e-20,,,,,
1464,39176,EGS,rubies-egs53-nod-v3,,0.0056509433758237,0.0045087764769473,7.866158438393076e-141,1.0,1.0,,,
1465,175129,UDS,rubies-uds23-nod-v3,,0.0054293644828477,0.0043319848127846,0.9636672706247704,,,,,
1466,133450,UDS,rubies-uds32-v4,,0.0051358567980722,0.0040978028310269,0.0253977844787394,,,,,
1467,135924,UDS,rubies-uds22-nod-v3,,0.0050349698372253,0.004017307723481,0.9790236866971184,,,,,
1468,934230,UDS,rubies-uds22-v4,,0.004789601205372,0.0038215342429861,2.68324341900123e-263,,,,,
1469,39349,UDS,rubies-uds41-nod-v3,,0.0047633968831477,0.0038006264573639,0.9874127255944924,,,,,
1470,821159,UDS,rubies-uds43-v4,,0.0046119104755188,0.0036797591196435,4.252901818007429e-05,,,,,
1471,150156,UDS,rubies-uds23-v4,,0.0046071475894422,0.0036759589267511,0.0001848367554287,,,,,
1472,48398,UDS,rubies-uds3-nod-v3,,0.0044634247029799,0.0035612858340586,2.94250059587535e-12,,,,,
1473,162097,UDS,rubies-uds21-nod-v3,,0.0042205739477904,0.0033675207929206,6.163614773160952e-06,,,,,
